"id","user","body","created_at"
"4048","drvontischler","^open with Knight A3","2021-04-19 21:13:06"
"4049","theowloflife","D:","2021-04-19 21:13:06"
"4050","grimboii","oof","2021-04-19 21:13:06"
"4051","crippling_coolness","yesterday i lost 400 points cause of a headache.happens","2021-04-19 21:13:06"
"4052","poehamilton","pipi in pampers...","2021-04-19 21:13:07"
"4053","hunterlteer","@hypixellated OMEGALUL CONSERVATIVES OMEGALUL CONSERVATIVES OMEGALUL CONSERVATIVES","2021-04-19 21:13:07"
"4054","nito_agz21","YOU CAN DO IT MEN","2021-04-19 21:13:07"
"4055","kuiper_wave","hey you","2021-04-19 21:13:07"
"4056","merzifowski","roasted","2021-04-19 21:13:07"
"4057","octagonalt","KEKWWW","2021-04-19 21:13:08"
"4058","purrito2039","KEKW","2021-04-19 21:13:08"
"4059","peonard","What's with all the MAGA and lib stuff?","2021-04-19 21:13:08"
"4060","nickflixnchilll","they don't think I be like it is but it do","2021-04-19 21:13:08"
"4061","madison_bot","LOL","2021-04-19 21:13:08"
"4062","commando4221998","LUL","2021-04-19 21:13:08"
"4063","muditsharma2003","KEKW","2021-04-19 21:13:09"
"4064","applesauce_z","KEKW","2021-04-19 21:13:10"
"4065","111111sagas111111","just play better 4Head","2021-04-19 21:13:10"
"4066","underlaid","YEP small","2021-04-19 21:13:10"
"4067","ihitthose6699","TWITCH TOS TWITCH TOS TWITCH TOS TWITCH TOS TWITCH TOS TWITCH TOS TWITCH TOS TWITCH TOS","2021-04-19 21:13:10"
"4068","santi14_","KEKW","2021-04-19 21:13:10"
"4069","tacticallyblundered","LUL","2021-04-19 21:13:11"
"4070","strikingduck_","Wanna hear some funny duck jokes?","2021-04-19 21:13:11"
"4071","revtrelos","Have you listened to the song ""Just Chill""?","2021-04-19 21:13:11"
"4072","ningu_anonim","fighte3Lmao","2021-04-19 21:13:11"
"4073","elocutiona","Acorn","2021-04-19 21:13:11"
"4074","bjred1","LUL LUL","2021-04-19 21:13:11"
"4075","xfyncee","smol PP","2021-04-19 21:13:11"
"4076","wolfytheultimate","REKT","2021-04-19 21:13:11"
"4077","batatadela","KEKW","2021-04-19 21:13:11"
"4078","npsharkie","super itty bitty micro","2021-04-19 21:13:11"
"4079","fpet3","just be yourself thats all that you can do","2021-04-19 21:13:11"
"4080","hungry_penguino","LMFAO","2021-04-19 21:13:11"
"4081","mythraxyt","account created 12 mins ago: typical conservative idiot","2021-04-19 21:13:11"
"4082","philippiee","-0.5 inch","2021-04-19 21:13:12"
"4083","aryan_9268","d:","2021-04-19 21:13:12"
"4084","petcheetah2109","I BURST OUT LAUGHING","2021-04-19 21:13:12"
"4085","madison_bot","LOOOOOOL","2021-04-19 21:13:12"
"4086","xrispie","Chat is popping off today","2021-04-19 21:13:12"
"4087","zuesyt_","KEKW","2021-04-19 21:13:12"
"4088","alehan10","just play better lollll","2021-04-19 21:13:13"
"4089","alyblossom","KEKW","2021-04-19 21:13:13"
"4090","melloflare","LULW","2021-04-19 21:13:13"
"4091","soxxywtf","lmAooO","2021-04-19 21:13:13"
"4092","shelby_49","KEKW","2021-04-19 21:13:13"
"4093","pedro_goncalv","D:","2021-04-19 21:13:14"
"4094","b_rabbit_8585","stop caring about these ppl","2021-04-19 21:13:14"
"4095","itsbanj0","12 YEAR OLD LMSOOO","2021-04-19 21:13:14"
"4096","gamech05","LMAOAO","2021-04-19 21:13:14"
"4097","parik_chess","Levy you have 800K + followers on YT and only 400k+ in twitch why do you think is there this difference?","2021-04-19 21:13:15"
"4098","danw45","LULW","2021-04-19 21:13:15"
"4099","dylanr251","KEKW","2021-04-19 21:13:15"
"4100","oomatingoo","D:","2021-04-19 21:13:15"
"4101","machcurve","LUL LUL LUL","2021-04-19 21:13:16"
"4102","antiquetesla","you should smile more","2021-04-19 21:13:17"
"4103","flipflop_iamsad","levy why is your chat filled with maga dumbasses","2021-04-19 21:13:17"
"4104","username9769","Maybe","2021-04-19 21:13:18"
"4105","aryan_9268","D:","2021-04-19 21:13:18"
"4106","penguimms","-2.3inc","2021-04-19 21:13:18"
"4107","moodforaday1","monkaS","2021-04-19 21:13:19"
"4108","octagonalt","LEVY ROASTING PEOPLE LMFAOOOOOOOOOOO","2021-04-19 21:13:19"
"4109","ihitthose6699","TWITCH TOS","2021-04-19 21:13:20"
"4110","megaeli_123","that one was a violation","2021-04-19 21:13:20"
"4111","pearthegreat","what if they are a girl","2021-04-19 21:13:20"
"4112","frankythesovietwizard","bruh levy is ruthless","2021-04-19 21:13:21"
"4113","arianrazzaghi78","LUL LUL LUL LUL LUL LUL","2021-04-19 21:13:21"
"4114","chuuyasbiych","AHAHHAHAA","2021-04-19 21:13:21"
"4115","kiw_ow","that wink LUL","2021-04-19 21:13:21"
"4116","thatraisintho","@hypixellated there are 7 thousand other people in this chat he isn't gonna take like an entire 2 minutes responding to u and clarifying what he did","2021-04-19 21:13:21"
"4117","gazelious","maybe no penis because she is girl?","2021-04-19 21:13:22"
"4118","bosscrossrr","Gotham, I LOVE you man xD","2021-04-19 21:13:22"
"4119","supernovachess","play with hikaru","2021-04-19 21:13:22"
"4120","moresharks","testosterone","2021-04-19 21:13:23"
"4121","ihitthose6699","D:","2021-04-19 21:13:23"
"4122","granitebravo","-10 inch mangina","2021-04-19 21:13:23"
"4123","tacticallyblundered","tiny tiny tiny tiny","2021-04-19 21:13:23"
"4124","b_rye1","Because of women","2021-04-19 21:13:23"
"4125","icasualguyi","what did i miss","2021-04-19 21:13:24"
"4126","legitbud3r","5 mm Sadge","2021-04-19 21:13:24"
"4127","lbitbit","testosterone","2021-04-19 21:13:24"
"4128","pedro_goncalv","idk KEKW","2021-04-19 21:13:24"
"4129","batatadela","How small of a PI PI he means!!!","2021-04-19 21:13:24"
"4130","lowkey_sloth","conservatards KEKW","2021-04-19 21:13:25"
"4131","nychildish","lack of compassionate parental figures","2021-04-19 21:13:25"
"4132","jon3121","Cuz our lives suck","2021-04-19 21:13:26"
"4133","kerakota","Always funny how americans make fun of democrats/republicans LUL","2021-04-19 21:13:26"
"4134","kerozine4u","LUL","2021-04-19 21:13:26"
"4135","alephbeyet","......... ur being angry tho","2021-04-19 21:13:26"
"4136","wietse111","""Why are men so angry"" is such a good question hahaha","2021-04-19 21:13:27"
"4137","petercray","my penis is small and I don't behave like that","2021-04-19 21:13:27"
"4138","vvlad22","member berries","2021-04-19 21:13:27"
"4139","zuesyt_","YEP COCK","2021-04-19 21:13:28"
"4140","spiritsmaker","D:","2021-04-19 21:13:28"
"4141","pinkmage_tv","why shouldn't I be angry","2021-04-19 21:13:28"
"4142","blazikenbro_","2 take it or leave it","2021-04-19 21:13:28"
"4143","boilingcold_","GothamKaren ?","2021-04-19 21:13:29"
"4144","revtrelos","WHY ARE MEN SO ANGRY - Buzfeed title","2021-04-19 21:13:29"
"4145","ihitthose6699","D: D:","2021-04-19 21:13:29"
"4146","1sizefitsall","Primal rage","2021-04-19 21:13:29"
"4147","octagonalt","LEVY YOU'RE ANGRY RN","2021-04-19 21:13:29"
"4148","thebluelugia","why are you angry lol","2021-04-19 21:13:29"
"4149","dovian","Are men okay??","2021-04-19 21:13:30"
"4150","wayvy","ALPHA COMPLEX","2021-04-19 21:13:30"
"4151","baileyunlimited","honestly so true","2021-04-19 21:13:31"
"4152","shadow_killax18","man got a shmeet","2021-04-19 21:13:31"
"4153","ad1994q","@GothamChess you keep at this pace and i might get you in chess.com randomly (im 1600)","2021-04-19 21:13:31"
"4154","elvis_dr","Society hates men so this is the result LUL","2021-04-19 21:13:31"
"4155","kilothebyte","HERE I AM 8 SECONDS INTO TWITCH LEVY AND WE'RE ALREADY DISSING PENISES?","2021-04-19 21:13:32"
"4156","lalada","That coffee he drink is definitely salted","2021-04-19 21:13:33"
"4157","chuuyasbiych","ABSOLUTELY DESTROYOED","2021-04-19 21:13:33"
"4158","thorsmiles","their behavior is directly related to penis size","2021-04-19 21:13:33"
"4159","hypixellated","hypixellated: Hello Levy. I would like you to clarify on whether you called that guy scum of the earth because he said trump 2024 or because he tried to use racial slurs. If he had just said trump 2024, there is no problem with him expressing his opinion, but if he used racial slurs, please ban him, and also clarify.","2021-04-19 21:13:33"
"4160","staticfluffy","D:","2021-04-19 21:13:34"
"4161","dante_fira","bro, your cam is too HD. chillax","2021-04-19 21:13:34"
"4162","cookiekillers37","most men aren't  international masters Sadge","2021-04-19 21:13:34"
"4163","gazelious","no money @GothamChess","2021-04-19 21:13:34"
"4164","kiraprea","i am 4 inches and growwing","2021-04-19 21:13:34"
"4165","purrito2039","nah they jealous","2021-04-19 21:13:34"
"4166","galomew","c o c k","2021-04-19 21:13:35"
"4167","maico03","They need attention","2021-04-19 21:13:35"
"4168","bored_spagetti","no human affection","2021-04-19 21:13:35"
"4169","nytebag","that's not even a good insult","2021-04-19 21:13:35"
"4170","sololomon","my cock is tiny and i'm chill","2021-04-19 21:13:36"
"4171","fartin3701","Every man suffers in quiet desperation","2021-04-19 21:13:36"
"4172","aryan_9268","@GothamChess Ur man too u tell us KEKW","2021-04-19 21:13:36"
"4173","fryinglotus","assuming gender? D:","2021-04-19 21:13:36"
"4174","atlastheartist","imagine thinking being a conservative is a good thing","2021-04-19 21:13:36"
"4175","111111sagas111111","why must it be a man?","2021-04-19 21:13:36"
"4176","soxxywtf","cheese","2021-04-19 21:13:37"
"4177","itsbanj0","ayo calm don","2021-04-19 21:13:37"
"4178","poehamilton","hugs for all men!!","2021-04-19 21:13:37"
"4179","jon3121","We're depressed","2021-04-19 21:13:38"
"4180","frikensansguy","pp","2021-04-19 21:13:38"
"4181","cthonianmessiah","we're realizing we're at the tail end of a thousand years of patriarchy and are confused and afraid","2021-04-19 21:13:38"
"4182","lbitbit","testosteronee","2021-04-19 21:13:38"
"4183","nikator1","OTHER PEOPLE MAKE ME ANGRY","2021-04-19 21:13:38"
"4184","staticfluffy","Sadge","2021-04-19 21:13:38"
"4185","alephbeyet","YOU CHILL BRA","2021-04-19 21:13:38"
"4186","cornerhorn","They are just so unhappy","2021-04-19 21:13:39"
"4187","arnkmish","You are awesome, the best chess coach ever.","2021-04-19 21:13:39"
"4188","thekingofkings75","@lowkey_sloth thats not helpful either lol","2021-04-19 21:13:39"
"4189","tacticallyblundered","C U K","2021-04-19 21:13:40"
"4190","blazikenbro_","Lmao","2021-04-19 21:13:40"
"4191","dockers88","@GothamChess - I apoogise - I told leviegoman to try again as he insulted you before as well. Glad he finally got the attention he so badly craves","2021-04-19 21:13:40"
"4192","havyair","why's your facecam so good today levy?","2021-04-19 21:13:40"
"4193","ggxpepepains","DON'T TELL PEOPLE TO CALM DOWN Pepepains","2021-04-19 21:13:40"
"4194","liteskindapimp","time to dust off that Bong lol","2021-04-19 21:13:40"
"4195","breeztieman","levy move to canada we dont even have politics","2021-04-19 21:13:41"
"4196","jerinjoychan","levy ur angry lol","2021-04-19 21:13:42"
"4197","commando4221998","abominable emotional education for men in youth years","2021-04-19 21:13:42"
"4198","dusk02","Insecure","2021-04-19 21:13:42"
"4199","cornerhorn","They never get laid","2021-04-19 21:13:42"
"4200","amir_4831db","parenting man parenting","2021-04-19 21:13:43"
"4201","timdirusso","gender assumed","2021-04-19 21:13:43"
"4202","wietse111","@petercray You're a real one <3","2021-04-19 21:13:44"
"4203","whatwhywhenwho","first time on twitch...... i think im gonna stick to the youtube videos","2021-04-19 21:13:45"
"4204","winkieblonde","Levi and Hikaru both say they’re bad at chess ????????","2021-04-19 21:13:45"
"4205","salubriousknight","he has ng4","2021-04-19 21:13:45"
"4206","programmerdan","CALM THE FUCK DOWN","2021-04-19 21:13:45"
"4207","calcober","NotLikeThis","2021-04-19 21:13:46"
"4208","delra1","men angry? have you ever met women? :-)","2021-04-19 21:13:46"
"4209","rafiki1703","type 1 if you're a girl in this chat, 2 if you're a man","2021-04-19 21:13:46"
"4210","thef1shy","whoa, i got a small penis and don't behave like that","2021-04-19 21:13:46"
"4211","hellslice","Men were angry even when they had jobs","2021-04-19 21:13:46"
"4212","kasimirldts","@hypixellated Trump 2024 effectively supports a racist xenophobic mysoginistic white supremcist. So its fine calling his supporters scum","2021-04-19 21:13:47"
"4213","friedmustardrick","OMEGALUL","2021-04-19 21:13:47"
"4214","mrbraz1","best stream so fat","2021-04-19 21:13:48"
"4215","01assassinn","YEP COCK YEP","2021-04-19 21:13:48"
"4216","guypeace","i need a microscope to see it","2021-04-19 21:13:48"
"4217","worthlessbaboon","how does yoolund calculate so fast?","2021-04-19 21:13:48"
"4218","itsmestevec","Bet he has a big truck with eight flags on it","2021-04-19 21:13:49"
"4219","freakinweird","@GothamChess No Woman for years man","2021-04-19 21:13:49"
"4220","ssolaaa","no pussy KKona","2021-04-19 21:13:50"
"4221","idltrs","Down bad","2021-04-19 21:13:50"
"4222","acooldude","I don't have a job and I'm still a decent human being","2021-04-19 21:13:50"
"4223","salubriousknight","u keep hanging ng4","2021-04-19 21:13:51"
"4224","da_tidecaller","It's because they are never the little spoon","2021-04-19 21:13:51"
"4225","crookedegg","gotham-chess.com is the best websoiite","2021-04-19 21:13:52"
"4226","confartz","Not all men. I love you dude!!!","2021-04-19 21:13:52"
"4227","dijkchess","LevyTILT LevyTILT LevyTILT LevyTILT LevyTILT LevyTILT LevyTILT LevyTILT","2021-04-19 21:13:53"
"4228","nikkiprado","Lol coz u losing","2021-04-19 21:13:53"
"4229","salubriousknight","ng4","2021-04-19 21:13:53"
"4230","lgsxzi","TESTOSTERONE","2021-04-19 21:13:54"
"4231","bonemosss","FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan FutureMan","2021-04-19 21:13:54"
"4232","se465","hanging pawn on b5?","2021-04-19 21:13:55"
"4233","traylorgang26","It may be for lack of validation of other emotions","2021-04-19 21:13:55"
"4234","mrbraz1","far*","2021-04-19 21:13:55"
"4235","mythraxyt","I wonder if it was the same guy","2021-04-19 21:13:55"
"4236","deepincider12","@GothamChess men are statistically more likely to have aggressive tendency's - from out evolution","2021-04-19 21:13:56"
"4237","alexwang96","I LOVE YOU GOTHAM","2021-04-19 21:13:56"
"4238","salubriousknight","damn","2021-04-19 21:13:57"
"4239","lvronch","!playlist","2021-04-19 21:13:58"
"4240","strikingduck_","You call out one and the rest come out of hiding","2021-04-19 21:13:58"
"4241","darklordbaneofthesith","burgeoning gender equality threatens the privilege that movies/tv/culture suggest they should have","2021-04-19 21:13:58"
"4242","moobot","https://spoti.fi/2n0UAu9","2021-04-19 21:13:58"
"4243","moobot","Ask a moderator for permission before posting a link, @darklordbaneofthesith (warning)","2021-04-19 21:13:58"
"4244","geddonhd","maybe it's just one person","2021-04-19 21:13:59"
"4245","exclusive_mega","I work a job I hate","2021-04-19 21:13:59"
"4246","macewindow11","You got it","2021-04-19 21:13:59"
"4247","ibenedek","American politics LUL","2021-04-19 21:14:00"
"4248","krondon","LUL","2021-04-19 21:14:01"
"4249","tacticallyblundered","C U K E D","2021-04-19 21:14:01"
"4250","salubriousknight","he still has ng4","2021-04-19 21:14:02"
"4251","fryinglotus","modCheck female? modCheck female? modCheck female? modCheck female? modCheck female? modCheck female?","2021-04-19 21:14:02"
"4252","revdogood","He hates his life","2021-04-19 21:14:02"
"4253","flavius_aetius_spqr","fenceMeditate","2021-04-19 21:14:02"
"4254","ihitthose6699","WeirdChamp","2021-04-19 21:14:03"
"4255","blackmagician95","@GothamChess prob the same person doing it again n again?","2021-04-19 21:14:03"
"4256","cowcrap023","Love u levy keep up the great content????????","2021-04-19 21:14:03"
"4257","shadow_killax18","Crazy man, people are weak","2021-04-19 21:14:04"
"4258","tablesareveryhealthy","this man roasting harder then a woman in the late 1500s showing people ""magic""","2021-04-19 21:14:06"
"4259","matt_unfiltered","I don't get fake accts","2021-04-19 21:14:08"
"4260","faafjojojo","b5?","2021-04-19 21:14:08"
"4261","hiroosh02","Hiii levy","2021-04-19 21:14:09"
"4262","krondon","politics are insane","2021-04-19 21:14:09"
"4263","vishin11","You have to reach 2500 today","2021-04-19 21:14:10"
"4264","penguimms","YEP easier to be pissed then sad","2021-04-19 21:14:10"
"4265","el_snowzin","@GothamChess Accept my Linkedin Request please","2021-04-19 21:14:10"
"4266","salubriousknight","be3","2021-04-19 21:14:12"
"4267","lgsxzi","TESTOSTERONE TESTOSTERONE TESTOSTERONE","2021-04-19 21:14:13"
"4268","gazelious","no I know and make the sex frequently","2021-04-19 21:14:13"
"4269","matt_unfiltered","people need lives","2021-04-19 21:14:13"
"4270","mabiusmaximus","@gothamchess regardless body shaming isn’t the way to win a argument","2021-04-19 21:14:13"
"4271","emilista","@GothamChess is it true that if you stream on chesscom it boosts ur viewers?","2021-04-19 21:14:14"
"4272","crazy_russian_boy","yes, very specific kind of a job","2021-04-19 21:14:14"
"4273","jcoolguy14","They need to tough some grass","2021-04-19 21:14:14"
"4274","logybear_333","They also have to wait 10 minutes to put the message in chat","2021-04-19 21:14:16"
"4275","chewy21","almost like they're doing it for, idk, attention or something.","2021-04-19 21:14:16"
"4276","gdal65","!female","2021-04-19 21:14:16"
"4277","moobot","Get a life. This is a chess stream, not the local pick up joint.","2021-04-19 21:14:16"
"4278","ihitthose6699","PogU","2021-04-19 21:14:16"
"4279","programmerdan","Who is the most underrated chess streamer?","2021-04-19 21:14:17"
"4280","findle0","why didnt you take free pawn","2021-04-19 21:14:17"
"4281","kiraprea",":0","2021-04-19 21:14:17"
"4282","hiroosh02","What did the man say","2021-04-19 21:14:17"
"4283","pepeth3phrog","it’s probably due to their insecurities","2021-04-19 21:14:17"
"4284","alehan10","LEVY, just play better lol","2021-04-19 21:14:18"
"4285","lezvee","@GothamChess some of these kids don't get enough attention at home and gotta act out in ""Daddy gotham""'s stream","2021-04-19 21:14:19"
"4286","salubriousknight","ng4 be3","2021-04-19 21:14:19"
"4287","sergiogonzaca","what do you do to concentrate?","2021-04-19 21:14:19"
"4288","theqkamber","nice tune","2021-04-19 21:14:20"
"4289","xrispie","VoHiYo @npSharkie","2021-04-19 21:14:21"
"4290","flamingogaal","love you levvy dont listen to the hayers ????????","2021-04-19 21:14:21"
"4291","davclaes","Levy, its that time where I ask you to check out Mark Hunt's ches.com profile","2021-04-19 21:14:22"
"4292","kiraprea",":o","2021-04-19 21:14:25"
"4293","lonersgarden","im levy cat","2021-04-19 21:14:25"
"4294","zuesyt_","LULW","2021-04-19 21:14:25"
"4295","cornerhorn","keep the leftist crap to yourselves, and the right, lets day middle","2021-04-19 21:14:26"
"4296","kiraprea",":O","2021-04-19 21:14:27"
"4297","shivam_mukati","buddy that is a joke, about aliberal thing, majorly used in GTA 5 RP","2021-04-19 21:14:29"
"4298","15judychops","This is a real account and this is some nonsense","2021-04-19 21:14:30"
"4299","wanderingbishop","Good comment from @darklordbaneofthesith that moobot pruned: burgeoning gender equality threatens the privilege that movies/tv/culture suggest they should have","2021-04-19 21:14:32"
"4300","jshev69","Hey, kinda plateaued around 900-1000 what do you think would help be break the ceiling","2021-04-19 21:14:33"
"4301","clevercookie87","there's a series called ""Alt right playbook"" and its first episode is called ""Why are you so angry?""","2021-04-19 21:14:33"
"4302","tacticallyblundered","If you play good, you wont lose! So just play good!","2021-04-19 21:14:34"
"4303","gselliger","rename: toxic chess","2021-04-19 21:14:34"
"4304","seagullul","first time on twitch and its kinda fun watching mental breakdowns of people irt","2021-04-19 21:14:35"
"4305","petcheetah2109","song slaps","2021-04-19 21:14:36"
"4306","flurt2gurthy","is the elephant gambit good","2021-04-19 21:14:38"
"4307","batatadela","RIP 2600 :/","2021-04-19 21:14:39"
"4308","ad1994q","@GothamChess NEW on GothamChess : how to lose your ELO","2021-04-19 21:14:39"
"4309","ap_schwifty","I subbed so I could send you my gameeeee ???? play well chess wizard","2021-04-19 21:14:40"
"4310","the_syncr0","I like shogi more than chess because the endgame is more exciting","2021-04-19 21:14:40"
"4311","gazelious","haters are watching more","2021-04-19 21:14:40"
"4312","raisininthefraisin","Is the winatchess code already expired? It's Not working for me","2021-04-19 21:14:41"
"4313","leumonn","Angriness is the product of a big production of testosterone, and the lack of activity produces less dopamine to counterbalance the level of hormone you have in your body","2021-04-19 21:14:41"
"4314","maxismad23","how much longer will you be streaming for today?","2021-04-19 21:14:42"
"4315","flixaug","catJAM","2021-04-19 21:14:43"
"4316","bx__psl","do you think natural ability plays a big part in getting good at chess, or can you climb up the ranks with just good studying @GothamChess","2021-04-19 21:14:43"
"4317","afreejuicer","he's mad","2021-04-19 21:14:43"
"4318","mupay","KApp","2021-04-19 21:14:45"
"4319","ho_ho_ho_greengiant","Kekw","2021-04-19 21:14:46"
"4320","reelvoxy","Rip","2021-04-19 21:14:46"
"4321","xd_iandrei","lol","2021-04-19 21:14:46"
"4322","philippiee","imagine supporting either trump or biden","2021-04-19 21:14:46"
"4323","delra1","you are rated lower than Finegold now ;-)","2021-04-19 21:14:47"
"4324","twitchin2k21lul","its ok @GothamChess  somedays  we have a good day  somedays  it doesnt go how we planned it. Also today there is a lot of ass :) that just keep distracting with writing bang2Dog shit so its ok .","2021-04-19 21:14:49"
"4325","hoodoorootwork","such a dad phrase 'you'll know when i'm mad'","2021-04-19 21:14:50"
"4326","adamolough","Small pp is also an option","2021-04-19 21:14:50"
"4327","vishin11","You have to reach 2500 todayyyyyyyyyy","2021-04-19 21:14:51"
"4328","poehamilton","bro, you gotta calm down man... lol","2021-04-19 21:14:52"
"4329","highoffstupid","Bruh","2021-04-19 21:14:52"
"4330","nephlampheonix","I like watching you","2021-04-19 21:14:53"
"4331","chmp_bzrk","Stew smells","2021-04-19 21:14:53"
"4332","cheanly","hey","2021-04-19 21:14:54"
"4333","legionxsa","will slowing down lep","2021-04-19 21:14:54"
"4334","salubriousknight","my bad I didn't see the pin, I promise I am not that bad","2021-04-19 21:14:54"
"4335","bruhmomentsyeetus","ITS BECAUSE WE haVE TO MAKE OURSELVES FEEL DOMINANT WHICH IS ALSO the sAME REASON THAT SO MAny men MAKE Women feel inferior. however, i do not condone this, please do not do anything like that to anyone.","2021-04-19 21:14:55"
"4336","donpatch58","Hello, I got here because of your YouTube content. I was wondering: which content am I going to get here? @GothamChess","2021-04-19 21:14:55"
"4337","itsmestevec","Rage wuit","2021-04-19 21:14:56"
"4338","purrito2039","monkaS","2021-04-19 21:14:57"
"4339","hunterlteer","@WanderingBishop OMEGALUL CONSERVATIVES OMEGALUL CONSERVATIVES OMEGALUL CONSERVATIVES","2021-04-19 21:14:58"
"4340","fionnohora","Daddy Gotham","2021-04-19 21:14:58"
"4341","megablokbuster","I get mad when I lose 12 elo when im a 550","2021-04-19 21:14:59"
"4342","dyajiv","He literally doesn’t care","2021-04-19 21:14:59"
"4343","shadow_killax18","U will be back winning in no time, trust KAPOW KAPOW KAPOW","2021-04-19 21:14:59"
"4344","krondon","There will always be racist edge lords","2021-04-19 21:14:59"
"4345","saintsfn707","""I'm not mad"" Last words of a man who's mad","2021-04-19 21:15:02"
"4346","xrispie","Chat is popping off today","2021-04-19 21:15:02"
"4347","moobot","There is no Sub battle currently planned.","2021-04-19 21:15:02"
"4348","kuiper_wave","you are Tommy Pickles","2021-04-19 21:15:03"
"4349","tadeofpchess","sss","2021-04-19 21:15:03"
"4350","elvis_dr","LUL","2021-04-19 21:15:04"
"4351","s1ewie37","oh","2021-04-19 21:15:05"
"4352","alexwang96","LUL","2021-04-19 21:15:05"
"4353","adecima","LUL","2021-04-19 21:15:05"
"4354","dockers88","LUL","2021-04-19 21:15:05"
"4355","cheanly","i am new here","2021-04-19 21:15:05"
"4356","itsbanj0","WTFFFFF","2021-04-19 21:15:05"
"4357","dubgee9","Every damn AC/DC song sounds exactly the same","2021-04-19 21:15:06"
"4358","tacticallyblundered","KEKW","2021-04-19 21:15:06"
"4359","gamech05","BAHAHHA","2021-04-19 21:15:07"
"4360","arturz_","LULW","2021-04-19 21:15:07"
"4361","okra_armband","day before 4/20?","2021-04-19 21:15:07"
"4362","pepegachessplayer","KEKW","2021-04-19 21:15:07"
"4363","ivansel95","LUL LUL","2021-04-19 21:15:07"
"4364","harryggs","LUL","2021-04-19 21:15:07"
"4365","samuelthemule","BRO?","2021-04-19 21:15:07"
"4366","ihitthose6699","LUL","2021-04-19 21:15:08"
"4367","baileyunlimited","KEKW","2021-04-19 21:15:08"
"4368","tacticallyblundered","NOT THE GIRL","2021-04-19 21:15:08"
"4369","fryinglotus","YEP","2021-04-19 21:15:09"
"4370","eminsenkardesler","KEKW","2021-04-19 21:15:09"
"4371","strikingduck_","I mean it is a monday","2021-04-19 21:15:09"
"4372","gazelious","dammmnn boy","2021-04-19 21:15:09"
"4373","thekingofkings75","Mondays are ruff","2021-04-19 21:15:10"
"4374","xcut123","LUL","2021-04-19 21:15:10"
"4375","soylentsystem","KEKW","2021-04-19 21:15:10"
"4376","a_izen","KEKW","2021-04-19 21:15:10"
"4377","boomyay12","LUL","2021-04-19 21:15:10"
"4378","puppyy69","LMAO","2021-04-19 21:15:10"
"4379","mythraxyt","KEKW","2021-04-19 21:15:10"
"4380","ramper567","KEKW","2021-04-19 21:15:11"
"4381","farbensturm","LUL","2021-04-19 21:15:11"
"4382","thenuclearpostman","It's Monday.... thats why","2021-04-19 21:15:11"
"4383","ad1994q","@GothamChess why they all hate us jews?","2021-04-19 21:15:11"
"4384","legionxsa","you showed weakness","2021-04-19 21:15:11"
"4385","ihitthose6699","KEKW","2021-04-19 21:15:11"
"4386","jon3121","Yes actually","2021-04-19 21:15:11"
"4387","poehamilton","bobby fischer day??","2021-04-19 21:15:11"
"4388","blicky1k","OMEGALUL","2021-04-19 21:15:11"
"4389","mrbraz1","cause u talked about it","2021-04-19 21:15:12"
"4390","yo_tm","OMEGALUL","2021-04-19 21:15:12"
"4391","legitbud3r","must be a monday","2021-04-19 21:15:13"
"4392","jaydeeeeb","LUL","2021-04-19 21:15:13"
"4393","bawlinnn","everyday","2021-04-19 21:15:13"
"4394","logybear_333","It could be the same person making all the accounts","2021-04-19 21:15:14"
"4395","real_aslanino","LUL","2021-04-19 21:15:14"
"4396","salubriousknight","see","2021-04-19 21:15:14"
"4397","andri_zain92","OMEGALUL","2021-04-19 21:15:14"
"4398","elmagicogamer","KEKW KEKW KEKW","2021-04-19 21:15:15"
"4399","allentalent","my wifes boyfriend is jewish","2021-04-19 21:15:15"
"4400","vepticy","lol hitler","2021-04-19 21:15:15"
"4401","tacticallyblundered","RIP","2021-04-19 21:15:15"
"4402","alexwang96","hitler day","2021-04-19 21:15:15"
"4403","darmoredfish","Its monday","2021-04-19 21:15:15"
"4404","lillith_moon","I thought you were Jew-ish","2021-04-19 21:15:16"
"4405","merzifowski","lol","2021-04-19 21:15:16"
"4406","aryan_9268","@GothamChess Do puzzles so u take a break and dont get tilted","2021-04-19 21:15:16"
"4407","fersal8125","ROAD TO GUESS YOUR ELO","2021-04-19 21:15:16"
"4408","ekoth","KEKW","2021-04-19 21:15:16"
"4409","ihitthose6699","LUL KEKW LMAOOOOOOOOOOOOOOOOOOOOOOOOOO","2021-04-19 21:15:16"
"4410","salubriousknight","ng4","2021-04-19 21:15:16"
"4411","shelby_49","LULKEKW","2021-04-19 21:15:17"
"4412","hungry_penguino","just mondays","2021-04-19 21:15:17"
"4413","oomatingoo","D:","2021-04-19 21:15:17"
"4414","elvis_dr","They're just having a case of the Mondays. That's all. LUL","2021-04-19 21:15:18"
"4415","kara_kann","Mondays are just cursed.","2021-04-19 21:15:19"
"4416","phoenixiosi","KEKW","2021-04-19 21:15:19"
"4417","gazelious","BURNNNNN","2021-04-19 21:15:19"
"4418","xhaxhwxt","lmao","2021-04-19 21:15:19"
"4419","ares_enyalius","Mondays hit different","2021-04-19 21:15:19"
"4420","epicbaz00ka","classical games .... need distraction$","2021-04-19 21:15:20"
"4421","davidzido","KKona","2021-04-19 21:15:20"
