"id","user","body","created_at"
"7838","lisi__tv","tell us we wont tell her","2021-04-20 22:46:27"
"7839","melatrix94","CUTE","2021-04-20 22:46:27"
"7840","mrsgloopyi","WHAT YOU DID NOT LIKE IN THE TRIP?","2021-04-20 22:46:27"
"7841","tahjnae11","I just love his voice","2021-04-20 22:46:27"
"7842","scphieee","ooo","2021-04-20 22:46:27"
"7843","tiffanyswrld","Art","2021-04-20 22:46:27"
"7844","boanneeejoanneee","Art?","2021-04-20 22:46:27"
"7845","jo_tene19","Ooooo awww","2021-04-20 22:46:27"
"7846","milaaa79","OOOOOO","2021-04-20 22:46:27"
"7847","ellaaxen","awwww","2021-04-20 22:46:28"
"7848","raisinut","WHAT FOOD DID YOU EAT DURING THE TRIP","2021-04-20 22:46:28"
"7849","max_i_milien","Category is","2021-04-20 22:46:28"
"7850","janieshh","ooooooooooo","2021-04-20 22:46:28"
"7851","milaaa79","OOOOOOO","2021-04-20 22:46:29"
"7852","jordanzahhutt","oooh!!","2021-04-20 22:46:29"
"7853","suevann","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:29"
"7854","jojo__wang","new map new map","2021-04-20 22:46:30"
"7855","vhyngry_gwai","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:30"
"7856","milaaa79","OOOOOOOOOOOOO","2021-04-20 22:46:30"
"7857","jj_tops","ART?","2021-04-20 22:46:30"
"7858","p1nk_pandas","ooooo","2021-04-20 22:46:30"
"7859","alexanicoleibarra","ARE YOU GONNA BE VISITING HAFU MORE OFTEN SINCE YOUR MOVING TO VEGAS SOON??","2021-04-20 22:46:31"
"7860","cooki3_bee","Oooo","2021-04-20 22:46:31"
"7861","bi_saster","ooooo","2021-04-20 22:46:31"
"7862","jennkathi","did you win some money?","2021-04-20 22:46:31"
"7863","x_footbeez_x","did u paint it","2021-04-20 22:46:31"
"7864","milaaa79","OOOOOOOO","2021-04-20 22:46:31"
"7865","lookituptwitch","Category?","2021-04-20 22:46:31"
"7866","sandraabok","OOOOO","2021-04-20 22:46:31"
"7867","yellow1s","ooooo curious","2021-04-20 22:46:31"
"7868","kingphobia","You can't beat Steve's gifts though","2021-04-20 22:46:31"
"7869","elllic","Uuuuh exicting","2021-04-20 22:46:31"
"7870","ellaaxen","POG","2021-04-20 22:46:31"
"7871","sillyicon","will it out do steve's gift?","2021-04-20 22:46:31"
"7872","itstequila101","!discord","2021-04-20 22:46:31"
"7873","sophietroberts","oooooo","2021-04-20 22:46:32"
"7874","fossabot","@itstequila101, Come join Discord to hangout and play in viewer games! https://discord.gg/5up","2021-04-20 22:46:32"
"7875","justinnetime","@Electra electraHug electraHug","2021-04-20 22:46:32"
"7876","mssroyal","fancy","2021-04-20 22:46:32"
"7877","mariahh0805","Aaaww okay okah","2021-04-20 22:46:32"
"7878","ruhijshah","Thoughts on 5BOX???","2021-04-20 22:46:32"
"7879","dee_love16","Ok what was your favorite thing you ate while there?","2021-04-20 22:46:32"
"7880","my_ancient_little_sappho","OOOooooo","2021-04-20 22:46:33"
"7881","milaaa79","AR T ?!?!","2021-04-20 22:46:33"
"7882","janieshh","5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:33"
"7883","snapmapsupremacy","woooo mystery","2021-04-20 22:46:33"
"7884","lauren_jc14","AWWW","2021-04-20 22:46:33"
"7885","orangetea_with_biscuits","Ooooo","2021-04-20 22:46:33"
"7886","intoverted_potato2882","Ooooo","2021-04-20 22:46:33"
"7887","lemondroptr3e","OMG","2021-04-20 22:46:34"
"7888","lynklychee","ohhhhh fancy","2021-04-20 22:46:34"
"7889","xxmochii_","AWWW","2021-04-20 22:46:34"
"7890","shihanfathima","5upCup 5upCup 5upCup","2021-04-20 22:46:34"
"7891","mali0108","OHHHHHH","2021-04-20 22:46:34"
"7892","shyvioletlife","ooooh","2021-04-20 22:46:34"
"7893","milaaa79","ART","2021-04-20 22:46:34"
"7894","itsareesha","steve's gifts are top tier, good luck beating it","2021-04-20 22:46:35"
"7895","potatovxm","AWWWW","2021-04-20 22:46:35"
"7896","saroshrazvi","Cute","2021-04-20 22:46:35"
"7897","c_roddy","TWO GIFTS AWWW THATS SO GOOD","2021-04-20 22:46:35"
"7898","scphieee","niiiice","2021-04-20 22:46:35"
"7899","httpsbex","OOOOOH","2021-04-20 22:46:35"
"7900","lucyy_flower","well what is it spill the beans","2021-04-20 22:46:35"
"7901","starryfel","CUTEEEE","2021-04-20 22:46:35"
"7902","milaaa79","A R T","2021-04-20 22:46:35"
"7903","lilcrystie","OOOOOOOO","2021-04-20 22:46:36"
"7904","suevann","5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:46:36"
"7905","kwangbae35","ooooooooh","2021-04-20 22:46:36"
"7906","owannette","art ooo:","2021-04-20 22:46:37"
"7907","vintash","ooooh niceeee","2021-04-20 22:46:37"
"7908","litemx06","OOOOOOOOOOOO","2021-04-20 22:46:37"
"7909","mali0108","WOWOWOWOWOW","2021-04-20 22:46:37"
"7910","kookximn","OMG","2021-04-20 22:46:37"
"7911","crista24403","ooooh nice","2021-04-20 22:46:37"
"7912","milaaa79","WOOOOOOO","2021-04-20 22:46:38"
"7913","xiuxpcy","when is 5up's bday?","2021-04-20 22:46:38"
"7914","nosunx","ooooo","2021-04-20 22:46:38"
"7915","dayavent","OMGGG CUTE","2021-04-20 22:46:39"
"7916","minakw05","Cant be better than Steve’s","2021-04-20 22:46:39"
"7917","meercat__","oooo art","2021-04-20 22:46:39"
"7918","adriana__x","OH?","2021-04-20 22:46:39"
"7919","y0urd00m","LUL","2021-04-20 22:46:39"
"7920","milaaa79","OOOOOOOOO","2021-04-20 22:46:39"
"7921","markcohenproductions","ooooh","2021-04-20 22:46:39"
"7922","amez2z","@5up any good food?","2021-04-20 22:46:39"
"7923","sophietroberts","OH","2021-04-20 22:46:39"
"7924","scphieee","YO??","2021-04-20 22:46:40"
"7925","thetechhoodie","OOOOH WHAT","2021-04-20 22:46:40"
"7926","astridsh","OOO","2021-04-20 22:46:40"
"7927","mali0108","L.FAOOOO","2021-04-20 22:46:40"
"7928","dohtseraph","!!!","2021-04-20 22:46:40"
"7929","vilte_68","WHATT","2021-04-20 22:46:40"
"7930","ace0501","OMG","2021-04-20 22:46:40"
"7931","shihanfathima","LOL","2021-04-20 22:46:40"
"7932","maritholly","we love gifts from a fancy person","2021-04-20 22:46:41"
"7933","julbird","AWWW","2021-04-20 22:46:41"
"7934","tysh_","OHHHH","2021-04-20 22:46:41"
"7935","lubka3","ouuu","2021-04-20 22:46:41"
"7936","buff_puppy","what is Steve doing right now??","2021-04-20 22:46:41"
"7937","lilypadlak","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:41"
"7938","itsarba","OHHHHHH!!","2021-04-20 22:46:41"
"7939","milaaa79","OMGOGGM","2021-04-20 22:46:41"
"7940","waxwell47","5upPog","2021-04-20 22:46:41"
"7941","sincerelys0rry","OOOOOO","2021-04-20 22:46:42"
"7942","suevann","HUH","2021-04-20 22:46:42"
"7943","kasthesab","whaaaa","2021-04-20 22:46:42"
"7944","julia_burgess","better than steve's?????","2021-04-20 22:46:42"
"7945","kwangbae35","damnnnnn","2021-04-20 22:46:42"
"7946","watchdrstone","Do you have a driving license? (I'm European so idk if every american has a driving license lmao)","2021-04-20 22:46:42"
"7947","starriiskiis","OHHHHHHHHHHHHHHHHHHHHHHHH","2021-04-20 22:46:42"
"7948","julz_2004","OOOO","2021-04-20 22:46:42"
"7949","raindropsplat","oooh","2021-04-20 22:46:42"
"7950","eel_1","a sculpture??? oooooooo","2021-04-20 22:46:42"
"7951","momozees","oooo sounds cool","2021-04-20 22:46:42"
"7952","thetechhoodie","OMGG","2021-04-20 22:46:42"
"7953","25ester28","oooh","2021-04-20 22:46:42"
"7954","gwennim","5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:43"
"7955","renahiro","5upPog 5upOOO 5upOOO 5upOOO 5upPog","2021-04-20 22:46:43"
"7956","yurigiri","OOOOO","2021-04-20 22:46:43"
"7957","ip_adress","OOOOOOO","2021-04-20 22:46:43"
"7958","abbyhughes7","IS IT 5BOX","2021-04-20 22:46:43"
"7959","annthesosnazzian","OOOOOO","2021-04-20 22:46:43"
"7960","milaaa79","WOOOOOOO","2021-04-20 22:46:43"
"7961","sayerhs2004","Did u Meet with ARIA????","2021-04-20 22:46:43"
"7962","justinnetime","OOOOOH","2021-04-20 22:46:43"
"7963","cookiepatch","figurine?","2021-04-20 22:46:43"
"7964","mali0108","WOOOOOOW","2021-04-20 22:46:43"
"7965","prime260","!squad","2021-04-20 22:46:43"
"7966","snowballs4u","OOOOO","2021-04-20 22:46:43"
"7967","mimidances18","OOOOOOOOOOO","2021-04-20 22:46:43"
"7968","w1ll_0_w1sp","Ooooh","2021-04-20 22:46:43"
"7969","fossabot","no lobby today","2021-04-20 22:46:43"
"7970","sophietroberts","OOOOOOO","2021-04-20 22:46:43"
"7971","beedos2025","oooooooooo","2021-04-20 22:46:43"
"7972","bendipoli","oooh","2021-04-20 22:46:43"
"7973","janieshh","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:43"
"7974","yilingmatriarch","WoAH","2021-04-20 22:46:43"
"7975","caffeineul","BRUH","2021-04-20 22:46:44"
"7976","rainbowwolfs","oooooh","2021-04-20 22:46:44"
"7977","imafantotally","OOOOO","2021-04-20 22:46:45"
"7978","rachel_christie","oooooooo","2021-04-20 22:46:45"
"7979","leticiacaju","5upOOO 5upOOO 5upOOO","2021-04-20 22:46:45"
"7980","lavakek","oooooo","2021-04-20 22:46:45"
"7981","hannah052504","OOOO","2021-04-20 22:46:45"
"7982","ines_indigo","wooooo","2021-04-20 22:46:45"
"7983","jenavieee","""qualifies"" inch resting","2021-04-20 22:46:45"
"7984","fuzzydf","ooooooh","2021-04-20 22:46:45"
"7985","restacks67","ooooo","2021-04-20 22:46:45"
"7986","fuzzy_0601","Did crewfu call you by your name or 5up?","2021-04-20 22:46:45"
"7987","meercat__","are you making it!!","2021-04-20 22:46:45"
"7988","sophietroberts","spciy","2021-04-20 22:46:45"
"7989","eonadlai","OOOOOOOOOOOO","2021-04-20 22:46:45"
"7990","alyanajolie","It’s probably a painting or something artsy","2021-04-20 22:46:45"
"7991","turtlestann","AWWWWWWWW","2021-04-20 22:46:45"
"7992","primecall","ooooo","2021-04-20 22:46:46"
"7993","julz_2004","O-O","2021-04-20 22:46:46"
"7994","ichoran","5upOOO 5upOOO 5upOOO","2021-04-20 22:46:46"
"7995","katie_sadge","ooo","2021-04-20 22:46:46"
"7996","ananyaagrawal","cuteee","2021-04-20 22:46:46"
"7997","lilypadlak","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:46"
"7998","lii_skye","""Yeah""","2021-04-20 22:46:46"
"7999","busansparks","OOOOOOOO","2021-04-20 22:46:46"
"8000","styclias","I don’t think he’ll ever top Steve’s gifts","2021-04-20 22:46:46"
"8001","loganreichel","what we’re some of the other gifts she got","2021-04-20 22:46:46"
"8002","speedydeni","uuuuuuuuuuuuuu","2021-04-20 22:46:46"
"8003","limecentral","OOOOUUUUU","2021-04-20 22:46:46"
"8004","hello_everybody1","OOOOOOOOOO","2021-04-20 22:46:46"
"8005","mali0108","OMGOMGOMG","2021-04-20 22:46:46"
"8006","dinosaurfart","displate","2021-04-20 22:46:46"
"8007","oliviafranco24","OOOOOO","2021-04-20 22:46:47"
"8008","christelleanne95","OH?","2021-04-20 22:46:47"
"8009","kaitlyngraace","oh?","2021-04-20 22:46:47"
"8010","katboltt","oooooh","2021-04-20 22:46:47"
"8011","namelessgirl_","@rednquin in 10 days he said!","2021-04-20 22:46:47"
"8012","amanduyep","5upOOO 5upOOO","2021-04-20 22:46:47"
"8013","y0urd00m","AN ACTION FIGURE OF HERSELF","2021-04-20 22:46:47"
"8014","donteatash","dam","2021-04-20 22:46:47"
"8015","vjeljko","SCULPTURE?","2021-04-20 22:46:47"
"8016","jellybeans9331","Hi 5up","2021-04-20 22:46:47"
"8017","suevann","OOOOOOOO","2021-04-20 22:46:47"
"8018","mirrororca","5upOOO","2021-04-20 22:46:47"
"8019","obscuredsquare","oooh","2021-04-20 22:46:48"
"8020","makceylan","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:48"
"8021","cooolwoahman","Aw","2021-04-20 22:46:48"
"8022","ryanyu10","5up5Fu  5up5Fu   5up5Fu   5up5Fu   5up5Fu   5up5Fu   5up5Fu   5up5Fu   5up5Fu   5up5Fu   5up5Fu","2021-04-20 22:46:48"
"8023","vhyngry_gwai","5upPog 5upPog 5upPog 5upPog 5upPog","2021-04-20 22:46:48"
"8024","khayla_","how was steve's and hafu's haircut","2021-04-20 22:46:48"
"8025","evvette","QUALIFIES???????","2021-04-20 22:46:48"
"8026","lauren_jc14","AWWWW OOOOOOOOO","2021-04-20 22:46:48"
"8027","bi_saster","OOO","2021-04-20 22:46:49"
"8028","deadly_clover","fancy man","2021-04-20 22:46:49"
"8029","moonlilysugar","OOOOO","2021-04-20 22:46:49"
"8030","milaaa79","OKAYYYYYY","2021-04-20 22:46:49"
"8031","jadizy","ooohhhhh pretty","2021-04-20 22:46:49"
"8032","khadijahx79","ooooh fancy","2021-04-20 22:46:49"
"8033","caffeineul","BRUHHHHHH","2021-04-20 22:46:49"
"8034","safour_","oooooo","2021-04-20 22:46:49"
"8035","ryanyu10","OOOOOOO","2021-04-20 22:46:49"
"8036","kingphobia","Hafu sculpture in the new map!","2021-04-20 22:46:49"
"8037","scintiiiiance","what .-.","2021-04-20 22:46:49"
"8038","katia191","ooooo","2021-04-20 22:46:50"
"8039","minrawrr","OH","2021-04-20 22:46:50"
"8040","lenvatine","mysterious","2021-04-20 22:46:50"
"8041","itstije","5upOOO 5upOOO 5upOOO","2021-04-20 22:46:50"
"8042","scphieee","thats insane!?!","2021-04-20 22:46:50"
"8043","johnp77","you think it will be better than steves?","2021-04-20 22:46:50"
"8044","autumnwindsstreams","... The desire to knwo","2021-04-20 22:46:50"
"8045","meercat__","OOOOOOOOO","2021-04-20 22:46:50"
"8046","peaccheru","oWo","2021-04-20 22:46:50"
"8047","kwangbae35","@xiuxpcy october","2021-04-20 22:46:50"
"8048","sancrenta","qualifies?","2021-04-20 22:46:50"
"8049","jupyhq","OH","2021-04-20 22:46:51"
"8050","bani22","WOW","2021-04-20 22:46:51"
"8051","spelia2","ohhh cool","2021-04-20 22:46:51"
"8052","jayleeiam","OOOOOOOOHHHHHH","2021-04-20 22:46:51"
"8053","aroastbun","yutuz?","2021-04-20 22:46:51"
"8054","emsssaroundhere","SOUNDS COOL","2021-04-20 22:46:51"
"8055","jade_t01","ooh! I wanna see it","2021-04-20 22:46:51"
"8056","doctor_starlive","the new Among Us Map???? XD","2021-04-20 22:46:51"
"8057","boanneeejoanneee","LMAOOOO OFC","2021-04-20 22:46:51"
"8058","klerikvaira","POG","2021-04-20 22:46:51"
"8059","mali0108","SOUNDS GREAT OMGGG","2021-04-20 22:46:51"
"8060","vashappening25","wHAT A TEASE 5UP","2021-04-20 22:46:52"
"8061","kiiiimmie","5UPTIC COOKING STREAM WHEN?","2021-04-20 22:46:52"
"8062","sofiaensor","COOOOOOOOOL","2021-04-20 22:46:52"
"8063","piyu195","oooooooooooo","2021-04-20 22:46:52"
"8064","iamnotannawastakennn","UUUUUU","2021-04-20 22:46:52"
"8065","kyrasue_","OOOOOOOOO","2021-04-20 22:46:52"
"8066","anodla_","yooooooooo","2021-04-20 22:46:52"
"8067","inklesscolours","5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:52"
"8068","kylaistooshort","HIS DISPLATE LMAOOOOO","2021-04-20 22:46:53"
"8069","softlydaya","furniture huh","2021-04-20 22:46:53"
"8070","tantheartist","PauseChamp","2021-04-20 22:46:53"
"8071","neka_ir","OOOOOOOOOO","2021-04-20 22:46:53"
"8072","lisi__tv","uffff","2021-04-20 22:46:53"
"8073","suevann","BETTER THAN STEVES?","2021-04-20 22:46:53"
"8074","keke4cocopuffs","lmaooo","2021-04-20 22:46:53"
"8075","cloudysmiley","5up being vague","2021-04-20 22:46:53"
"8076","shyvioletlife","exciting","2021-04-20 22:46:53"
"8077","andre28_69","SO YOU'RE STILL IN VEGAS ???","2021-04-20 22:46:54"
"8078","rosieepoo","chat his birthday is in october","2021-04-20 22:46:54"
"8079","xxkaylindaxx","5upL 5upL 5upL 5upL","2021-04-20 22:46:54"
"8080","fossabot","5upL 5upL 5upL 5upL","2021-04-20 22:46:54"
"8081","alyyyy2000","what you think abt steves gifts","2021-04-20 22:46:54"
"8082","mrsgloopyi","what did you not like in the trip?","2021-04-20 22:46:54"
"8083","coruscate_","OHH","2021-04-20 22:46:55"
"8084","alialolz","WOOWWOOWOWOW","2021-04-20 22:46:55"
"8085","pigeon_234","oooh exciting","2021-04-20 22:46:55"
"8086","galaxy_person","Will you tell us after you give it to her???","2021-04-20 22:46:55"
"8087","meganshort_","hafu cardboard cutout","2021-04-20 22:46:55"
"8088","imafantotally","what day are u returning ?","2021-04-20 22:46:55"
"8089","snapmapsupremacy","OOOO","2021-04-20 22:46:55"
"8090","acethesquash","OOOOOOOO","2021-04-20 22:46:55"
"8091","gretchenghost","5up when's your birthday?","2021-04-20 22:46:55"
"8092","akkhr","OOOO","2021-04-20 22:46:55"
"8093","colieen","its probably a penguin me thinks","2021-04-20 22:46:55"
"8094","vilte_68","OMG","2021-04-20 22:46:56"
"8095","tinfoilhat__","oooooo","2021-04-20 22:46:56"
"8096","mali0108","5upOOO 5upOOO 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:56"
"8097","rsricce","5upL","2021-04-20 22:46:56"
"8098","maknzei","Ohh 5upOOO 5upOOO 5upOOO","2021-04-20 22:46:56"
"8099","phae_13","OOOI","2021-04-20 22:46:56"
"8100","johnakhw","ohhh it qualifies as that lol","2021-04-20 22:46:56"
"8101","m12q","it's her own vege head","2021-04-20 22:46:56"
"8102","precillianr","im listening to you while swiping my tinder, its like listening to a podcast lmao","2021-04-20 22:46:56"
"8103","animus258","a pengu sculpture?","2021-04-20 22:46:56"
"8104","cooki3_bee","Ooooooo","2021-04-20 22:46:56"
"8105","maritholly","i wish i was a good gifter","2021-04-20 22:46:56"
"8106","shamikus","action figure Pog","2021-04-20 22:46:57"
"8107","katia191","5upOOO","2021-04-20 22:46:57"
"8108","mimidances18","coooooooool","2021-04-20 22:46:57"
"8109","justxamanda","Omg i cant wait to see the gift","2021-04-20 22:46:57"
"8110","spacefoxe","will we get to see it?","2021-04-20 22:46:57"
"8111","meercat__","OOO OKAY","2021-04-20 22:46:57"
"8112","erikishappy","OHH?","2021-04-20 22:46:57"
"8113","kasthesab","sounds interesting","2021-04-20 22:46:57"
"8114","max_i_milien","Oh nice","2021-04-20 22:46:57"
"8115","starriiskiis","DISPLATE ITS A DISPLATE GO BUY 5UPS DISPLATE","2021-04-20 22:46:57"
"8116","thetechhoodie","5upOOO 5upOOO","2021-04-20 22:46:57"
"8117","sandraabok","BRUH","2021-04-20 22:46:57"
"8118","sniliee","OOOOOO","2021-04-20 22:46:58"
"8119","deneking","https://www.twitch.tv/ariasaki/clip/MoldyHumbleWitchEleGiggle-WFX5Th5Qa_zLOXzl?filter=clips&range=7d&sort=time","2021-04-20 22:46:58"
"8120","saroshrazvi","Ooooo","2021-04-20 22:46:58"
"8121","mansmm","5upL 5upL 5upL 5upL","2021-04-20 22:46:58"
"8122","yellow1s","a sculpture?","2021-04-20 22:46:58"
"8123","fizzyelf_","hi chat 5upL","2021-04-20 22:46:58"
"8124","votatoess","6 FOOT HAFU SCULPTURE","2021-04-20 22:46:58"
"8125","gothotjin","YAAAAYY","2021-04-20 22:46:58"
"8126","avery__a","POGGIES","2021-04-20 22:46:58"
"8127","ellaaxen","OMG","2021-04-20 22:46:58"
"8128","drmeed","!uptime","2021-04-20 22:46:59"
"8129","fossabot","@drmeed, 5uppp has been live for 17 minutes and 23 seconds","2021-04-20 22:46:59"
"8130","akkhr","5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:46:59"
"8131","sapphireyeva","So vague","2021-04-20 22:46:59"
"8132","natesers","most fun person in the room","2021-04-20 22:46:59"
"8133","indecisivemango","OOOOOO","2021-04-20 22:46:59"
"8134","orangetea_with_biscuits","Ooooooo","2021-04-20 22:46:59"
"8135","omnom2000","attempt 4 asking abt gambling","2021-04-20 22:47:00"
"8136","tinfoilhat__","interesting","2021-04-20 22:47:00"
"8137","izzywrotethis","“qualifies”","2021-04-20 22:47:00"
"8138","baidypoo","FUNKO POP?????","2021-04-20 22:47:00"
"8139","lilyshadders","5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:47:00"
"8140","simplyjessica93","What did you think of Steve’s gifts to Hafu? ????????","2021-04-20 22:47:00"
"8141","emmyelle","she will probs like it more than steve's gift","2021-04-20 22:47:00"
"8142","katie_sadge","wowowowowowowww","2021-04-20 22:47:00"
"8143","kermits00side","that's such a 5up gift, you'd go out of your way to make it personal. but then there's stebon.","2021-04-20 22:47:01"
"8144","httpsbex","HOPE SHE’S GONNA SHOW ON STREAM","2021-04-20 22:47:01"
"8145","meercat__","oooooooooooo","2021-04-20 22:47:01"
"8146","jo_tene19","Oooooo that’s cool","2021-04-20 22:47:01"
"8147","xxmochii_","OOOOOO","2021-04-20 22:47:01"
"8148","annreit","OOO","2021-04-20 22:47:01"
"8149","lucyy_flower","wowowowooww","2021-04-20 22:47:01"
"8150","rainbowwolfs","sounds extremely fancy","2021-04-20 22:47:02"
"8151","yeulefruit","it’s a lego sculpture yall lets goooo","2021-04-20 22:47:02"
"8152","gwennim","a jesus sculpture to match steves gifts?","2021-04-20 22:47:02"
"8153","eploggy","you should name something in the new map after her","2021-04-20 22:47:02"
"8154","fenja_06","Lmao","2021-04-20 22:47:02"
"8155","kiraelin","i need better friends KEKW","2021-04-20 22:47:02"
"8156","brooke_ko","it's you ????","2021-04-20 22:47:02"
"8157","limecentral","<3 <3 <3","2021-04-20 22:47:02"
"8158","mssroyal","fancy boi","2021-04-20 22:47:02"
"8159","lilyshadders","5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:47:02"
"8160","mariahh0805","Oooooouu okay okay","2021-04-20 22:47:02"
"8161","yumjoon","NICEEEEE","2021-04-20 22:47:02"
"8162","zarella_","OOOOOOOOO","2021-04-20 22:47:03"
"8163","c_roddy","A SCULPTURE?! DUDE HELL YESSSS","2021-04-20 22:47:03"
"8164","kristaldiamonds","OOOOOH","2021-04-20 22:47:03"
"8165","too_uncreativ","5upL","2021-04-20 22:47:04"
"8166","aliiizzie","Interesting ????","2021-04-20 22:47:04"
"8167","suevann","IS IT BETTER THAN STEVES?","2021-04-20 22:47:04"
"8168","rachel_2038","hii","2021-04-20 22:47:05"
"8169","eel_1","is Stebon gonna get hafu a better gift? LUL","2021-04-20 22:47:05"
"8170","ellaaxen","5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:47:05"
"8171","choccomo","Hello 5up hi chat","2021-04-20 22:47:05"
"8172","natureofjade","Ooo I wanna see","2021-04-20 22:47:06"
"8173","meercat__","Sculpture","2021-04-20 22:47:07"
"8174","bakgugo","!Displate art?","2021-04-20 22:47:07"
"8175","fossabot","We've partnered with Displate! Go check them out! Use this link to apply a discount of 15% off: https://displate.com/5upp/displates/?art=5fa047360935b","2021-04-20 22:47:07"
"8176","iessie","OOOOOO","2021-04-20 22:47:07"
"8177","alexanicoleibarra","ARE YOU GONNA BE VISITING HAFU MORE OFTEN SINCE YOUR MOVING TO VEGAS SOON?","2021-04-20 22:47:07"
"8178","ellaaxen","5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:47:08"
"8179","lindslitt","did you miss us????","2021-04-20 22:47:08"
"8180","laurens_from_belgium","something jesus  related?","2021-04-20 22:47:09"
"8181","justinnetime","I LOVE ARIAAA","2021-04-20 22:47:09"
"8182","imhereforsykkunotbh","5up5Fu 5up5Fu 5up5Fu 5up5Fu 5up5Fu","2021-04-20 22:47:09"
"8183","completelykat","OOOOOO","2021-04-20 22:47:09"
"8184","mali0108","mhm","2021-04-20 22:47:10"
"8185","oliviafranco24","WHO GOT THE MOST DRUNK","2021-04-20 22:47:10"
"8186","ellaaxen","5up5Tubbo 5up5Tubbo 5up5Tubbo 5up5Tubbo 5up5Tubbo 5up5Tubbo","2021-04-20 22:47:10"
"8187","crista24403","ooh that’s pog, will we get to see it once she gets it?","2021-04-20 22:47:10"
"8188","scphieee","yeah yeahhh","2021-04-20 22:47:10"
"8189","katsdumpyyy","mhm","2021-04-20 22:47:11"
"8190","poplythefatdog","cardboard action figure","2021-04-20 22:47:11"
"8191","melatrix94","ARIA <3 <3 <3","2021-04-20 22:47:11"
"8192","kinivasu","Did you meet Sykkuno????????????????????????????????????","2021-04-20 22:47:12"
"8193","fossabot","kinivasu, Stop spamming symbols. [warning]","2021-04-20 22:47:12"
"8194","ludanielle_","YEP","2021-04-20 22:47:12"
"8195","mali0108","yeyeye","2021-04-20 22:47:12"
"8196","jenavieee","yuh","2021-04-20 22:47:12"
"8197","pissbunnyy","WAIT NO U HAVE 2 STOP TEASING US W THE COOKING STREAM ????????????????","2021-04-20 22:47:13"
"8198","evie_tbank","!uptime","2021-04-20 22:47:13"
"8199","ellaaxen","5upL 5upL 5upL 5upL 5upL","2021-04-20 22:47:13"
"8200","battlemage52","Statue of david with dogs face","2021-04-20 22:47:13"
"8201","raindropsplat","yep","2021-04-20 22:47:13"
"8202","sincerelys0rry","YEP","2021-04-20 22:47:13"
"8203","primecall","ooo","2021-04-20 22:47:13"
"8204","billybob1728","did hafu like steve's gift?","2021-04-20 22:47:13"
"8205","momozees","hmm","2021-04-20 22:47:14"
"8206","ghjjvchyedvuijg","Yep!","2021-04-20 22:47:14"
"8207","scooobss","ICE SCULPTURE???","2021-04-20 22:47:14"
"8208","supersven23","Next update 15 players!!!!!","2021-04-20 22:47:14"
"8209","makjets99","oh I kinda know what it is.. remeber the Soul sculpture he showed us a few months ago","2021-04-20 22:47:14"
"8210","mali0108","lmfao","2021-04-20 22:47:14"
"8211","meercat__","YEAHHHHH","2021-04-20 22:47:14"
"8212","itsjustvalentina","It can’t be better than steve's gift tho","2021-04-20 22:47:15"
"8213","rachel_christie","yeah","2021-04-20 22:47:15"
"8214","white_elephants","mhm","2021-04-20 22:47:15"
"8215","suevann","Yeah?","2021-04-20 22:47:15"
"8216","natesers","DID YOU COOK FOR THE GROUP","2021-04-20 22:47:15"
"8217","multivalence","ARIA <3","2021-04-20 22:47:15"
"8218","pyrrreios","a danny devito cut out awe you shouldnt have","2021-04-20 22:47:15"
"8219","jayleeiam","YUP","2021-04-20 22:47:15"
"8220","adriana__x","NODDERS","2021-04-20 22:47:15"
"8221","airconvents","ye","2021-04-20 22:47:15"
"8222","itsssssjc","how do you feel your among us gameplay has evolved over the last six months?","2021-04-20 22:47:16"
